"adcbbca64d2d78a77b378db487717e38","X83e200e6aa49b79396f052dd3db97e6b","c95c29828395a6f53f96e96619916532","cb3a451b5f9718c07b491a77b14ef21f","cd3909b22b87684aafd93fcb66630f52","X4c294f9a88e58b0e40a2b19f4658c209","db424461aa669374102fa17ac4539038","b9d614025bf292dfb0db9f43d7357e14","X6c2a9a5a94270ee454cfb2dea1d31449","e492ea34ac6862586016b7aef65e35b9","aba8c17e313c37c938998554292445ba","X854a42379977827cb58c0eb74385690e","f02f4c216369c6a2e4ee447ffe47fddd","X7e537c12b9af4d0e06d9c229f25d2176","X5203c525a0d0a6c831885ac86a569081","d57501b44a85f6263ef7c36c9256fb92","bc4e3995ef291067acb3295ec94e26f1","X2788faa17a6772b439ab79a71363f4bb","df5dc83b05bd8f335e08f17b5a4c56e9","a34ba93b4dc7cc8362f362f9d520321b","X5aa6addb5feb5f7301d7f21bab3e35e8","X6377e612d1fdfdadf18255fc486ce608","X2cd30e9eda91687ba73dcae76f4f1880","f4d6321c5a128364c3ec9543e21e7cde","X4c7a497eca1fa3081f152adbbce602fb","X674cc9dfd5b8ed175ac63bc9348f2759","X4b594c8bf63bbb3f04615c7b142e1e14","X89966a5669a7741fbe4f099c918f0cf1","X2666fa031db96860468588bef43bbb61","X767ae4be31c7c3b75e743a94f0214ae0","e8165c825d679874a9c71c16408fbbfd","X5a8f0b46a094391e9436f875639034e9","f4ddba285154bdd47f4dc510c2038305","X28140dabde227041d333d23976ce302f","fd76d28f77b2e33857a2df3871c3cc53","X01353923e2e6219198b8d092099e0d9f","deaf8029eba24ec9cfc9f77e9689423e","X6c14479fad19a60d42ec33c478c66afb","bb73a54327f61f691fd1eeb5f230e02c","c744d1d19f0607a409fed8eeebc5cff1","X5f8bc9840120e2fcddfb562429e6f0eb","X9104c4b42757f253f35768d341c2a32b","X679658942f667409a7b9907845816380","dacf22eb1a2065568c1175d1a76c9dc7","X67f3fcab907a9ed2927806173348b4af","X879815b1626853f4af4a4f0e85703fd2","X4f359f019c5e22e6bd5bb03534b84411","be5f7561425c2fdf15e1347047e3a7ba","b81a5b1c47a7eb2b73b4ed9fa1d9b464","X0adb29e1ef7ab1df5fc551a2511c05ba","X40178a7b2400cd0be400a0e1069762fa","X1bc8c1807a800c2c8220ca1a13e4fdb9","f6bf584c4081d96e0ad688a16a806432","a6499c331ca652a5c070f51ef025b901","f93b764d7ef2fc78c19f2d419cc3c5e5","f3a6c6bd550ccaf6c3b68f0c996e1225","X94d50b1f2833352b7cb2e07533944c20","e06356a1143ac7bc41c0bc6aea20d3ae","X82d659604fd62ef71fa6449465d6d8d4","dbc7407c0c194353c292d8aa95922b3a","X3129410b374e76459623a9edb0f6413d","ba197f79f441eb350a6366b5742854e1","X7e501bf21cd1a7090a5282791c520d8b","X6090c45400591b19f181add95bb578f2","X2b423d4a16ef1539110bd1a85db1263d","X316678fa9cd140393f2c97e86e22438f","X6c9635ea49acec132fb91c161c73e041","b2b3c0f0b487edaf28d7a348b354cdcb","X4c37137a09c7b0c510bc7fd05f4d2eda","X05469e3983d48719f2809a67d7f565df","X5b599be724e69b799572618d657d636c","X5ac573def95575947f986f0da3a97a6e","bcae8f7d2c42acfe3559c665f68f6320","X727b6b6cf7c088343cdffe253b5db3df","X31fb9c4004ca6f4d986d5d91745dbca2","X057b594a0df41c1752943ca6e992c826","X9fae180100965f03f0705863528e069d","X2b593463d8985ac4982a9aa29d2ca881","e6027fe97fc1dd3a662ba33605bd7eae","febc72c8f1a103badab63be01c614c31","e5196607556bbe9599a2991e537380c7","acbb69f2765ac3cdfee0c072acb0acfc","X61dcbb58a35735e631793862afa39fe6","X429fd8943b73988d3fde3ca9bc54d07c","X81b50cbc69b355d6a2207d370e9634c5","ffc36e27c82042664a16bcd4d380b286","X353dc9e514176baefc24b952e1309bba","X4a7f867d55034fd3b2b4b28e0b1dda36","X7b361820964e8c6ced5aec81f54bcfea","f8fef0cf8011b5b04640cc5c3ab79a3f","fb7f0fc29144d404cf96d40f1350694f","SampleID","community.number","community.name","chem.code","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","complexity","well","plate"
159,3566,2415,30,1878,0,0,1014,0,0,31,0,0,0,0,0,9,0,0,0,0,57,267,61,0,32,3,0,68,0,0,9,0,32,0,35,4,0,82,4,0,0,0,0,0,0,102,0,0,23,0,0,0,0,0,0,0,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"c07w1C5",7,"R_ID_7.16_7_R1(1)_TSS","CO",0,1,0,0,0,0,1,0,2,"C5",1
2805,1792,1271,8,1888,0,0,412,0,0,77,0,0,0,0,0,0,0,0,0,0,128,817,55,0,61,23,0,261,0,0,0,0,26,0,27,0,0,56,25,0,0,0,0,0,0,70,0,0,77,0,0,0,0,0,0,0,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,"c07w1C6",7,"R_ID_7.16_7_R1(1)_TSS","DT",0,0,1,0,0,0,0,1,2,"C6",1
2069,2031,1438,9,1757,0,0,623,0,0,110,0,0,0,0,0,0,4,0,0,0,170,945,45,0,94,34,0,222,0,0,0,0,22,0,38,0,0,60,7,0,0,0,0,0,0,83,0,0,92,0,0,0,0,0,0,0,72,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,"c07w1F2",7,"R_ID_7.16_7_R1(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",1
2280,2011,1328,18,1925,0,0,560,0,0,110,0,0,0,0,0,5,0,0,0,0,182,799,41,1,103,32,0,204,0,0,0,0,22,0,14,0,0,57,13,0,0,0,0,0,0,86,0,0,55,0,0,0,0,0,0,0,71,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,"c07w1F3",7,"R_ID_7.16_7_R1(1)_TSS","AG",1,0,0,1,0,0,0,0,2,"F3",1
1995,2009,1372,33,1844,0,6,1051,0,0,106,0,0,0,17,0,11,0,0,0,0,181,547,66,2,94,25,0,270,0,0,0,0,17,0,24,0,0,44,15,0,0,0,0,0,0,45,0,0,98,0,0,0,0,0,0,0,58,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,"c07w1G2",7,"R_ID_7.16_7_R1(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",1
2151,1724,1308,0,1973,0,0,548,0,0,92,0,0,0,0,0,0,5,0,0,0,227,851,54,6,100,37,0,279,0,0,7,0,21,0,19,0,0,57,58,0,0,0,0,0,0,78,0,0,91,0,19,0,0,0,0,0,76,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w1G6",7,"R_ID_7.16_7_R1(1)_TSS","GT",0,0,0,1,0,0,0,1,2,"G6",1
35,3647,2682,0,739,0,0,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,15,223,69,12,0,7,0,29,0,0,22,0,47,0,33,0,0,4,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w20D4",7,"R_ID_7.16_7_R1(1)_TSS","ACDGIMOT",1,1,1,1,1,1,1,1,8,"D4",20
2270,1882,1370,10,2282,0,0,645,0,0,116,0,0,0,0,0,0,0,0,0,0,177,359,53,0,140,47,0,303,0,0,3,0,26,0,12,4,0,30,9,0,0,0,0,0,0,46,0,0,96,0,0,0,0,0,0,0,70,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w2E11",7,"R_ID_7.16_7_R1(1)_TSS","AGIM",1,0,0,1,1,1,0,0,4,"E11",2
2536,1651,1227,31,2128,0,0,521,0,0,155,0,0,0,0,0,8,0,0,0,0,308,345,57,0,171,63,0,320,0,0,0,0,23,0,21,5,0,59,1,0,0,0,0,0,0,87,0,0,85,0,0,0,0,0,0,0,119,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,"c07w3E5",7,"R_ID_7.16_7_R1(1)_TSS","CGMT",0,1,0,1,0,1,0,1,4,"E5",3
1950,2411,1638,29,1697,0,0,612,0,0,142,0,0,0,0,0,13,0,0,0,0,250,265,58,3,149,44,0,346,0,0,0,0,21,0,13,2,0,49,0,0,0,0,0,0,0,52,0,0,111,0,0,0,0,0,0,0,85,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w6B5",7,"R_ID_7.16_7_R1(1)_TSS","CM",0,1,0,0,0,1,0,0,2,"B5",6
2183,1897,1389,11,1719,0,0,736,0,0,165,0,0,0,0,0,4,0,0,0,0,245,468,53,0,161,48,0,422,0,0,0,0,17,0,35,1,0,81,6,0,0,0,0,0,0,55,0,0,142,0,0,0,0,0,0,0,88,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"c07w6B7",7,"R_ID_7.16_7_R1(1)_TSS","IM",0,0,0,0,1,1,0,0,2,"B7",6
2537,1830,1347,0,1782,0,0,737,0,0,171,0,0,0,0,0,0,0,0,0,0,237,234,55,0,197,50,0,378,0,0,0,0,22,0,17,0,0,56,4,0,0,0,0,0,0,76,0,0,127,0,0,0,0,0,0,0,65,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,"c07w6C3",7,"R_ID_7.16_7_R1(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",6
70,3755,2730,14,1354,0,0,1202,0,0,20,0,0,0,0,0,4,0,0,0,0,39,147,79,2,30,26,0,142,0,0,5,0,48,0,58,0,0,48,1,4,0,0,0,0,0,81,0,0,42,0,0,0,0,0,0,0,12,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,"c07w6C5",7,"R_ID_7.16_7_R1(1)_TSS","CO",0,1,0,0,0,0,1,0,2,"C5",6
2195,2187,1520,3,1545,0,0,729,0,0,180,0,0,0,0,0,3,0,0,0,0,226,358,54,0,165,39,0,361,0,0,5,0,19,0,28,0,0,61,0,0,0,0,0,0,0,69,0,0,120,0,0,0,0,0,0,0,65,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w6D2",7,"R_ID_7.16_7_R1(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",6
2450,1994,1536,16,1613,0,0,679,0,0,183,0,0,0,0,0,8,0,0,0,0,248,257,66,7,166,55,0,296,0,0,0,0,21,0,15,4,0,36,3,0,0,0,0,0,0,75,0,0,132,0,0,0,0,0,0,0,79,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w6E2",7,"R_ID_7.16_7_R1(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",6
2389,1795,1355,34,1750,0,6,792,0,0,174,0,0,0,0,0,10,0,0,0,0,253,365,47,3,179,74,0,315,0,0,0,0,19,0,6,4,0,60,8,0,0,0,0,0,0,87,0,0,119,0,0,0,0,0,0,0,105,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,"c07w6E3",7,"R_ID_7.16_7_R1(1)_TSS","AD",1,0,1,0,0,0,0,0,2,"E3",6
2461,2239,1598,46,1371,0,0,555,0,0,152,0,0,0,0,0,8,0,0,0,0,226,226,58,6,163,63,0,376,0,0,0,0,18,0,12,3,0,46,7,0,0,0,0,0,0,93,0,0,108,0,0,0,0,0,0,0,88,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c07w6F2",7,"R_ID_7.16_7_R1(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",6
18,3639,2487,61,628,0,13,2644,0,0,0,0,0,0,0,0,16,0,0,0,0,36,84,67,9,0,35,0,49,0,0,17,0,47,0,41,8,0,2,0,11,0,0,0,0,0,32,0,0,16,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"c07w7F10",7,"R_ID_7.16_7_R1(1)_TSS","ADIO",1,0,1,0,1,0,1,0,4,"F10",7
44,3592,2622,128,743,0,19,2185,0,0,13,0,0,0,0,0,32,0,0,0,0,34,131,107,24,21,21,0,24,0,0,16,0,43,0,67,20,0,0,0,9,0,0,0,0,0,48,0,0,11,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c07w8F4",7,"R_ID_7.16_7_R1(1)_TSS","CDOT",0,1,1,0,0,0,1,1,4,"F4",8
498,2816,1005,631,307,0,76,1433,0,0,35,0,0,0,563,0,119,0,0,0,0,38,25,712,1076,35,14,0,52,0,0,0,0,275,0,0,48,0,3,0,0,0,0,0,174,0,10,0,0,24,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"c08w11B3",8,"R_ID_7.16_8_R5(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",11
199,1843,838,3417,278,0,388,827,0,0,0,0,0,0,277,0,711,0,0,0,0,16,15,242,271,0,5,0,21,0,0,0,0,95,0,6,262,0,7,0,0,0,0,0,58,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"c08w11C2",8,"R_ID_7.16_8_R5(1)_TSS","C",0,1,0,0,0,0,0,0,1,"C2",11
772,2688,1096,116,550,0,13,1670,0,0,34,0,0,0,509,0,19,0,0,0,0,61,31,723,987,47,10,0,108,0,0,0,0,255,0,1,40,0,13,1,0,0,0,0,162,0,10,0,0,37,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"c08w11C5",8,"R_ID_7.16_8_R5(1)_TSS","CO",0,1,0,0,0,0,1,0,2,"C5",11
621,1272,529,3453,387,0,406,1015,0,0,25,0,0,0,224,0,740,0,0,0,0,34,35,205,284,35,7,0,58,0,0,0,0,96,0,4,227,0,6,0,0,0,0,0,87,0,8,0,0,23,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c08w11D7",8,"R_ID_7.16_8_R5(1)_TSS","IT",0,0,0,0,1,0,0,1,2,"D7",11
466,1257,516,3328,335,0,429,1217,0,0,20,0,0,0,225,0,736,0,0,0,0,34,48,212,343,51,17,0,56,0,0,0,0,73,0,3,221,0,10,0,0,0,0,0,103,0,7,0,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w11E2",8,"R_ID_7.16_8_R5(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",11
507,1359,528,3733,241,0,513,912,0,0,22,0,0,0,210,0,836,0,0,0,0,25,18,237,187,15,5,0,55,0,0,0,0,83,0,0,177,0,6,0,0,0,0,0,76,0,9,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"c08w11E6",8,"R_ID_7.16_8_R5(1)_TSS","GM",0,0,0,1,0,1,0,0,2,"E6",11
630,1220,493,3961,328,0,495,638,0,0,25,0,0,0,237,0,817,0,0,0,0,28,21,229,180,24,5,0,50,0,0,0,0,72,0,0,181,0,1,0,0,0,0,0,62,0,12,0,0,7,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c08w11F7",8,"R_ID_7.16_8_R5(1)_TSS","MT",0,0,0,0,0,1,0,1,2,"F7",11
46,2652,820,393,78,0,67,2282,0,0,0,0,0,0,556,0,82,0,0,0,0,3,10,681,1752,0,0,0,0,0,0,0,0,294,0,0,16,0,0,0,0,0,0,0,237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,"c08w12G7",8,"R_ID_7.16_8_R5(1)_TSS","ACDO",1,1,1,0,0,0,1,0,4,"G7",12
462,1000,403,4622,172,0,638,490,0,0,5,0,0,0,178,0,989,0,0,0,0,30,26,196,151,0,0,0,22,0,0,0,0,88,0,0,122,0,0,0,0,0,0,0,62,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"c08w13D8",8,"R_ID_7.16_8_R5(1)_TSS","GIMT",0,0,0,1,1,1,0,1,4,"D8",13
24,3332,1067,558,94,0,71,1522,0,0,0,0,0,0,678,0,99,0,0,0,0,6,9,924,952,0,0,0,3,0,0,0,0,338,0,0,69,0,0,0,0,0,0,0,244,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w16B3",8,"R_ID_7.16_8_R5(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",16
509,2975,1135,186,385,0,28,1481,0,0,38,0,0,0,582,0,33,0,0,0,0,71,34,679,1070,66,14,0,64,0,0,0,0,291,0,4,22,0,8,0,0,0,0,0,242,0,18,0,0,19,0,0,0,0,0,0,0,21,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w16C4",8,"R_ID_7.16_8_R5(1)_TSS","AO",1,0,0,0,0,0,1,0,2,"C4",16
564,958,369,4470,187,0,516,634,0,0,12,0,0,0,211,0,979,0,0,0,0,31,18,198,151,19,9,0,38,0,0,0,0,83,0,0,153,0,1,0,0,0,0,0,57,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"c08w16D7",8,"R_ID_7.16_8_R5(1)_TSS","IT",0,0,0,0,1,0,0,1,2,"D7",16
439,1168,425,4151,219,0,548,763,0,0,16,0,0,0,218,0,905,0,0,0,0,14,37,228,242,0,5,0,26,0,0,0,0,98,0,0,116,0,2,0,0,0,0,0,77,0,5,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w16E3",8,"R_ID_7.16_8_R5(1)_TSS","AD",1,0,1,0,0,0,0,0,2,"E3",16
426,1451,653,3482,284,0,446,953,0,0,34,0,0,0,230,0,680,0,0,0,0,28,31,234,252,37,8,0,79,0,0,0,0,102,0,0,256,0,6,0,0,0,0,0,87,0,12,0,0,23,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,13,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w16F2",8,"R_ID_7.16_8_R5(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",16
367,1035,410,4456,115,0,540,737,0,0,0,0,0,0,212,0,1024,0,0,0,0,22,12,201,233,0,0,0,23,0,0,0,0,83,0,0,173,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"c08w16F4",8,"R_ID_7.16_8_R5(1)_TSS","CG",0,1,0,1,0,0,0,0,2,"F4",16
264,894,283,4085,62,0,515,1665,0,0,2,0,0,0,178,0,853,0,0,0,0,0,7,172,271,0,0,0,0,0,0,0,0,77,0,4,230,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"c08w16F5",8,"R_ID_7.16_8_R5(1)_TSS","DI",0,0,1,0,1,0,0,0,2,"F5",16
262,1729,660,2629,224,0,328,1536,0,0,14,0,0,0,324,0,519,0,0,0,0,13,24,352,495,13,5,0,50,0,0,0,0,114,0,0,415,0,3,0,0,0,0,0,141,0,4,0,0,12,0,0,0,0,0,0,0,5,11,7,0,0,0,0,0,0,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w16G2",8,"R_ID_7.16_8_R5(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",16
783,2527,949,24,550,0,0,2109,0,0,62,0,0,0,461,0,11,0,0,0,0,85,63,516,1120,53,25,0,109,0,0,0,0,223,0,6,11,0,12,0,0,0,0,0,187,0,21,0,0,43,0,0,0,0,0,0,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c08w17F10",8,"R_ID_7.16_8_R5(1)_TSS","ADIO",1,0,1,0,1,0,1,0,4,"F10",17
42,3376,1230,24,107,0,0,1808,0,0,0,0,0,0,720,0,8,0,0,0,0,0,7,715,1352,12,0,0,16,0,0,0,0,283,0,6,11,0,1,0,0,0,0,0,228,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,0,"c08w17G7",8,"R_ID_7.16_8_R5(1)_TSS","ACDO",1,1,1,0,0,0,1,0,4,"G7",17
245,1321,415,3598,53,0,445,1327,0,0,0,0,0,0,240,0,665,0,0,0,0,0,0,243,555,0,0,0,3,0,0,0,0,121,0,0,448,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w1B2",8,"R_ID_7.16_8_R5(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",1
316,1063,373,4255,33,0,517,680,0,0,1,0,0,0,251,0,875,0,0,0,0,0,0,220,549,0,0,0,2,0,0,0,0,87,0,0,407,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,"c08w1C3",8,"R_ID_7.16_8_R5(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",1
281,1087,377,3961,37,0,504,1104,0,0,0,0,0,0,210,0,810,0,0,0,0,4,6,210,509,0,0,0,4,0,0,0,0,90,0,2,396,0,0,0,3,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w1D2",8,"R_ID_7.16_8_R5(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",1
306,1019,383,4131,59,0,509,787,0,0,0,0,0,0,220,0,838,0,0,0,0,4,4,226,583,0,0,0,2,0,0,2,0,96,0,0,485,0,0,0,6,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"c08w1E3",8,"R_ID_7.16_8_R5(1)_TSS","AD",1,0,1,0,0,0,0,0,2,"E3",1
624,1151,489,3761,184,0,446,626,0,0,18,0,0,0,228,0,776,0,0,0,0,30,18,257,487,24,18,0,38,0,0,0,0,84,0,0,420,0,3,0,0,0,0,0,67,0,8,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"c08w1F5",8,"R_ID_7.16_8_R5(1)_TSS","DI",0,0,1,0,1,0,0,0,2,"F5",1
395,1205,498,3786,141,0,442,974,0,0,0,0,0,0,259,0,758,0,0,0,0,35,12,244,358,12,13,0,29,0,0,0,0,126,0,0,368,0,2,0,0,0,0,0,100,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"c08w1G2",8,"R_ID_7.16_8_R5(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",1
535,1194,460,4080,226,0,469,534,0,0,36,0,0,0,171,0,863,0,0,0,0,37,26,289,125,25,5,0,71,0,0,0,0,115,0,0,474,0,4,0,0,0,0,0,139,0,8,0,0,29,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"c08w20D5",8,"R_ID_7.16_8_R5(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"D5",20
904,2635,1116,34,422,0,0,1612,0,0,48,0,0,0,416,0,17,0,0,0,0,77,45,484,1399,49,10,0,165,0,0,0,0,175,0,6,0,0,5,1,0,0,0,0,245,0,10,0,0,61,0,0,0,0,0,0,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"c08w2F10",8,"R_ID_7.16_8_R5(1)_TSS","ADIO",1,0,1,0,1,0,1,0,4,"F10",2
588,1478,607,3693,248,0,481,629,0,0,21,0,0,0,264,0,770,0,0,0,0,41,37,236,207,23,11,0,64,0,0,0,0,103,0,3,184,0,3,0,0,0,0,0,118,0,3,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c08w3E5",8,"R_ID_7.16_8_R5(1)_TSS","CGMT",0,1,0,1,0,1,0,1,4,"E5",3
648,1206,507,3983,213,0,532,665,0,0,21,0,0,0,196,0,892,0,0,0,0,36,31,254,148,18,7,0,53,0,0,0,0,94,0,2,115,0,5,0,0,0,0,0,62,0,6,0,0,8,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c08w5D5",8,"R_ID_7.16_8_R5(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"D5",5
